state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
nevada,2011,1.45,0.63,1.27,3.35,343.7037037,125.0232558,263.6820762,714.6666667
nevada,2010,1.49,0.6,1.21,3.3,353.1851852,119.0697674,251.2246553,704
nevada,2009,1.53,0.56,1.11,3.21,362.6666667,111.1317829,230.4622871,684.8
nevada,2008,1.63,0.61,1.29,3.53,386.3703704,121.0542636,267.8345499,753.0666667
nevada,2007,1.66,0.62,1.23,3.52,393.4814815,123.0387597,255.377129,750.9333333
nevada,2006,1.71,0.65,1.28,3.63,405.3333333,128.9922481,265.7583131,774.4
nevada,2005,1.69,0.62,1.21,3.52,400.5925926,123.0387597,251.2246553,750.9333333
nevada,2004,1.73,0.63,1.25,3.61,410.0740741,125.0232558,259.5296026,770.1333333
nevada,2003,1.74,0.61,1.23,3.59,412.4444444,121.0542636,255.377129,765.8666667
nevada,2002,1.74,0.6,1.22,3.56,412.4444444,119.0697674,253.3008921,759.4666667
nevada,2001,1.79,0.59,1.21,3.59,424.2962963,117.0852713,251.2246553,765.8666667
nevada,2000,1.79,0.62,1.26,3.67,424.2962963,123.0387597,261.6058394,782.9333333
nevada,1999,1.82,0.63,1.29,3.74,431.4074074,125.0232558,267.8345499,797.8666667
nevada,1998,1.8,0.58,1.23,3.62,426.6666667,115.1007752,255.377129,772.2666667
nevada,1997,1.84,0.58,1.3,3.72,436.1481481,115.1007752,269.9107867,793.6
nevada,1996,1.91,0.59,1.39,3.89,452.7407407,117.0852713,288.5969181,829.8666667
nevada,1995,1.87,0.58,1.39,3.84,443.2592593,115.1007752,288.5969181,819.2
nevada,1994,1.93,0.57,1.51,4,457.4814815,113.1162791,313.5117599,853.3333333
nevada,1993,1.95,0.58,1.54,4.07,462.2222222,115.1007752,319.7404704,868.2666667
nevada,1992,2.02,0.62,1.61,4.25,478.8148148,123.0387597,334.2741281,906.6666667
nevada,1991,2.05,0.63,1.63,4.31,485.9259259,125.0232558,338.4266018,919.4666667
nevada,1990,2.17,0.69,1.92,4.78,514.3703704,136.9302326,398.6374696,1019.733333
nevada,1989,2.12,0.71,1.87,4.7,502.5185185,140.8992248,388.2562855,1002.666667
nevada,1988,2.08,0.76,1.95,4.8,493.037037,150.8217054,404.86618,1024
nevada,1987,2.01,0.83,2.05,4.89,476.4444444,164.7131783,425.6285483,1043.2
nevada,1986,2.04,0.86,2.07,4.97,483.5555556,170.6666667,429.7810219,1060.266667
nevada,1985,1.96,0.84,2.18,4.99,464.5925926,166.6976744,452.6196269,1064.533333
nevada,1984,1.97,0.8,2.32,5.1,466.962963,158.7596899,481.6869424,1088
nevada,1983,1.96,0.78,2.43,5.18,464.5925926,154.7906977,504.5255474,1105.066667
nevada,1982,2,0.77,2.5,5.27,474.0740741,152.8062016,519.0592052,1124.266667
nevada,1981,2.08,0.8,2.71,5.59,493.037037,158.7596899,562.6601784,1192.533333
nevada,1980,2.06,0.78,2.9,5.75,488.2962963,154.7906977,602.108678,1226.666667
nevada,1979,2.07,0.79,2.97,5.83,490.6666667,156.7751938,616.6423358,1243.733333
nevada,1978,2.01,0.77,3.34,6.13,476.4444444,152.8062016,693.4630981,1307.733333
nevada,1977,1.99,0.77,3.56,6.32,471.7037037,152.8062016,739.1403082,1348.266667
new hampshire,2018,1.79,0.84,2.04,4.67,424.2962963,166.6976744,423.5523114,996.2666667
new hampshire,2017,1.83,0.87,2.01,4.72,433.7777778,172.6511628,417.323601,1006.933333
new hampshire,2016,1.86,0.88,1.99,4.74,440.8888889,174.6356589,413.1711273,1011.2
new hampshire,2015,1.87,0.88,1.95,4.7,443.2592593,174.6356589,404.86618,1002.666667
new hampshire,2014,1.69,0.89,1.95,4.53,400.5925926,176.620155,404.86618,966.4
new hampshire,2013,1.86,0.89,1.92,4.67,440.8888889,176.620155,398.6374696,996.2666667
new hampshire,2012,1.9,0.86,1.88,4.64,450.3703704,170.6666667,390.3325223,989.8666667
new hampshire,2011,1.86,0.92,1.98,4.76,440.8888889,182.5736434,411.0948905,1015.466667
new hampshire,2010,1.81,0.84,1.85,4.5,429.037037,166.6976744,384.1038118,960
new hampshire,2009,1.79,0.84,1.84,4.47,424.2962963,166.6976744,382.027575,953.6
new hampshire,2008,1.78,0.81,1.79,4.39,421.9259259,160.744186,371.6463909,936.5333333
new hampshire,2007,1.82,0.79,1.75,4.36,431.4074074,156.7751938,363.3414436,930.1333333
new hampshire,2006,1.73,0.78,1.77,4.28,410.0740741,154.7906977,367.4939173,913.0666667
new hampshire,2005,1.75,0.75,1.71,4.2,414.8148148,148.8372093,355.0364964,896
new hampshire,2004,1.74,0.73,1.67,4.14,412.4444444,144.8682171,346.7315491,883.2
new hampshire,2003,1.75,0.71,1.63,4.09,414.8148148,140.8992248,338.4266018,872.5333333
new hampshire,2002,1.75,0.7,1.64,4.09,414.8148148,138.9147287,340.5028386,872.5333333
new hampshire,2001,1.75,0.66,1.62,4.03,414.8148148,130.9767442,336.350365,859.7333333
new hampshire,2000,1.78,0.65,1.63,4.06,421.9259259,128.9922481,338.4266018,866.1333333
new hampshire,1999,1.78,0.65,1.64,4.07,421.9259259,128.9922481,340.5028386,868.2666667
new hampshire,1998,1.77,0.55,1.67,3.99,419.5555556,109.1472868,346.7315491,851.2
new hampshire,1997,1.78,0.54,1.72,4.04,421.9259259,107.1627907,357.1127332,861.8666667
new hampshire,1996,1.78,0.53,1.79,4.11,421.9259259,105.1782946,371.6463909,876.8
new hampshire,1995,1.73,0.5,1.79,4.02,410.0740741,99.2248062,371.6463909,857.6
new hampshire,1994,1.75,0.48,1.9,4.13,414.8148148,95.25581395,394.4849959,881.0666667
new hampshire,1993,1.83,0.54,2.01,4.38,433.7777778,107.1627907,417.323601,934.4
new hampshire,1992,1.81,0.52,1.96,4.3,429.037037,103.1937984,406.9424169,917.3333333
new hampshire,1991,1.85,0.49,1.96,4.3,438.5185185,97.24031008,406.9424169,917.3333333
new hampshire,1990,1.85,0.49,1.97,4.3,438.5185185,97.24031008,409.0186537,917.3333333
new hampshire,1989,1.87,0.5,2,4.38,443.2592593,99.2248062,415.2473642,934.4
new hampshire,1988,1.91,0.49,1.94,4.34,452.7407407,97.24031008,402.7899432,925.8666667
new hampshire,1987,1.93,0.5,1.99,4.42,457.4814815,99.2248062,413.1711273,942.9333333
new hampshire,1986,1.93,0.52,2.06,4.52,457.4814815,103.1937984,427.7047851,964.2666667
new hampshire,1985,1.99,0.53,2.22,4.74,471.7037037,105.1782946,460.9245742,1011.2
new hampshire,1984,1.99,0.59,2.33,4.92,471.7037037,117.0852713,483.7631792,1049.6
new hampshire,1983,2.17,0.56,2.36,5.09,514.3703704,111.1317829,489.9918897,1085.866667
new hampshire,1982,1.9,0.59,2.35,4.84,450.3703704,117.0852713,487.9156529,1032.533333
new hampshire,1981,1.89,0.59,2.43,4.91,448,117.0852713,504.5255474,1047.466667
new hampshire,1980,1.93,0.6,2.49,5.02,457.4814815,119.0697674,516.9829684,1070.933333
new hampshire,1979,1.94,0.61,2.56,5.1,459.8518519,121.0542636,531.5166261,1088
new hampshire,1978,1.95,0.53,2.88,5.36,462.2222222,105.1782946,597.9562044,1143.466667
new hampshire,1977,1.86,0.49,2.88,5.23,440.8888889,97.24031008,597.9562044,1115.733333
new jersey,2018,0.8,0.57,0.98,2.36,189.6296296,113.1162791,203.4712084,503.4666667
new jersey,2017,0.8,0.6,0.96,2.36,189.6296296,119.0697674,199.3187348,503.4666667
new jersey,2016,0.83,0.6,0.93,2.36,196.7407407,119.0697674,193.0900243,503.4666667
new jersey,2015,0.84,0.6,0.93,2.37,199.1111111,119.0697674,193.0900243,505.6
new jersey,2014,0.84,0.62,0.93,2.39,199.1111111,123.0387597,193.0900243,509.8666667
new jersey,2013,0.84,0.61,0.92,2.37,199.1111111,121.0542636,191.0137875,505.6
new jersey,2012,0.89,0.6,0.91,2.4,210.962963,119.0697674,188.9375507,512
new jersey,2011,0.89,0.58,0.89,2.37,210.962963,115.1007752,184.785077,505.6
new jersey,2010,0.92,0.57,0.86,2.35,218.0740741,113.1162791,178.5563666,501.3333333
new jersey,2009,0.91,0.57,0.86,2.34,215.7037037,113.1162791,178.5563666,499.2
new jersey,2008,0.93,0.55,0.86,2.35,220.4444444,109.1472868,178.5563666,501.3333333
new jersey,2007,0.93,0.55,0.86,2.33,220.4444444,109.1472868,178.5563666,497.0666667
new jersey,2006,0.95,0.54,0.85,2.33,225.1851852,107.1627907,176.4801298,497.0666667
new jersey,2005,0.95,0.52,0.83,2.3,225.1851852,103.1937984,172.3276561,490.6666667
new jersey,2004,0.96,0.52,0.82,2.3,227.5555556,103.1937984,170.2514193,490.6666667
new jersey,2003,0.95,0.5,0.8,2.24,225.1851852,99.2248062,166.0989457,477.8666667
new jersey,2002,0.98,0.49,0.77,2.24,232.2962963,97.24031008,159.8702352,477.8666667
new jersey,2001,0.99,0.47,0.75,2.2,234.6666667,93.27131783,155.7177616,469.3333333
new jersey,2000,0.97,0.47,0.76,2.2,229.9259259,93.27131783,157.7939984,469.3333333
new jersey,1999,0.97,0.47,0.74,2.18,229.9259259,93.27131783,153.6415247,465.0666667
new jersey,1998,0.98,0.46,0.71,2.15,232.2962963,91.28682171,147.4128143,458.6666667
new jersey,1997,0.99,0.46,0.74,2.19,234.6666667,91.28682171,153.6415247,467.2
new jersey,1996,1,0.44,0.76,2.2,237.037037,87.31782946,157.7939984,469.3333333
new jersey,1995,1.06,0.44,0.79,2.28,251.2592593,87.31782946,164.0227088,486.4
new jersey,1994,1.04,0.43,0.79,2.27,246.5185185,85.33333333,164.0227088,484.2666667
new jersey,1993,1.07,0.42,0.79,2.29,253.6296296,83.34883721,164.0227088,488.5333333
new jersey,1992,1.07,0.44,0.83,2.34,253.6296296,87.31782946,172.3276561,499.2
new jersey,1991,1.09,0.43,0.82,2.34,258.3703704,85.33333333,170.2514193,499.2
new jersey,1990,1.15,0.48,0.95,2.58,272.5925926,95.25581395,197.242498,550.4
new jersey,1989,1.13,0.5,0.95,2.58,267.8518519,99.2248062,197.242498,550.4
new jersey,1988,1.15,0.51,0.93,2.58,272.5925926,101.2093023,193.0900243,550.4
new jersey,1987,1.18,0.54,1,2.72,279.7037037,107.1627907,207.6236821,580.2666667
new jersey,1986,1.17,0.56,1.03,2.77,277.3333333,111.1317829,213.8523925,590.9333333
new jersey,1985,1.17,0.55,1.07,2.79,277.3333333,109.1472868,222.1573398,595.2
new jersey,1984,1.18,0.54,1.1,2.82,279.7037037,107.1627907,228.3860503,601.6
new jersey,1983,1.2,0.52,1.13,2.85,284.4444444,103.1937984,234.6147607,608
new jersey,1982,1.21,0.52,1.13,2.87,286.8148148,103.1937984,234.6147607,612.2666667
new jersey,1981,1.21,0.51,1.15,2.87,286.8148148,101.2093023,238.7672344,612.2666667
new jersey,1980,1.22,0.47,1.13,2.82,289.1851852,93.27131783,234.6147607,601.6
new jersey,1979,1.18,0.43,1.1,2.71,279.7037037,85.33333333,228.3860503,578.1333333
new jersey,1978,1.17,0.41,1.1,2.69,277.3333333,81.36434109,228.3860503,573.8666667
new jersey,1977,1.16,0.4,1.13,2.69,274.962963,79.37984496,234.6147607,573.8666667
new mexico,2018,1.07,0.31,0.89,2.26,253.6296296,61.51937984,184.785077,482.1333333
new mexico,2017,1.05,0.3,0.81,2.16,248.8888889,59.53488372,168.1751825,460.8
new mexico,2016,1.1,0.31,0.84,2.26,260.7407407,61.51937984,174.4038929,482.1333333
new mexico,2015,1.02,0.3,0.78,2.1,241.7777778,59.53488372,161.946472,448
new mexico,2014,1.29,0.31,0.82,2.41,305.7777778,61.51937984,170.2514193,514.1333333
new mexico,2013,1.17,0.34,0.84,2.34,277.3333333,67.47286822,174.4038929,499.2
new mexico,2012,1.24,0.33,0.79,2.36,293.9259259,65.48837209,164.0227088,503.4666667
new mexico,2011,1.32,0.31,0.72,2.35,312.8888889,61.51937984,149.4890511,501.3333333
new mexico,2010,1.23,0.31,0.74,2.28,291.5555556,61.51937984,153.6415247,486.4
new mexico,2009,1.34,0.31,0.72,2.38,317.6296296,61.51937984,149.4890511,507.7333333
new mexico,2008,1.41,0.31,0.71,2.43,334.2222222,61.51937984,147.4128143,518.4
new mexico,2007,1.39,0.3,0.7,2.39,329.4814815,59.53488372,145.3365775,509.8666667
new mexico,2006,1.37,0.3,0.69,2.36,324.7407407,59.53488372,143.2603406,503.4666667
new mexico,2005,1.47,0.29,0.66,2.42,348.4444444,57.5503876,137.0316302,516.2666667
new mexico,2004,1.46,0.25,0.66,2.36,346.0740741,49.6124031,137.0316302,503.4666667
new mexico,2003,1.52,0.27,0.61,2.4,360.2962963,53.58139535,126.6504461,512
new mexico,2002,1.52,0.26,0.61,2.4,360.2962963,51.59689922,126.6504461,512
new mexico,2001,1.54,0.25,0.61,2.39,365.037037,49.6124031,126.6504461,509.8666667
new mexico,2000,1.53,0.25,0.61,2.38,362.6666667,49.6124031,126.6504461,507.7333333
new mexico,1999,1.53,0.25,0.59,2.36,362.6666667,49.6124031,122.4979724,503.4666667
new mexico,1998,1.49,0.24,0.58,2.31,353.1851852,47.62790698,120.4217356,492.8
new mexico,1997,1.51,0.24,0.58,2.33,357.9259259,47.62790698,120.4217356,497.0666667
new mexico,1996,1.55,0.24,0.59,2.38,367.4074074,47.62790698,122.4979724,507.7333333
new mexico,1995,1.56,0.24,0.6,2.4,369.7777778,47.62790698,124.5742092,512
new mexico,1994,1.46,0.19,0.6,2.25,346.0740741,37.70542636,124.5742092,480
new mexico,1993,1.53,0.23,0.63,2.39,362.6666667,45.64341085,130.8029197,509.8666667
new mexico,1992,1.56,0.25,0.66,2.47,369.7777778,49.6124031,137.0316302,526.9333333
new mexico,1991,1.64,0.26,0.64,2.54,388.7407407,51.59689922,132.8791565,541.8666667
new mexico,1990,1.68,0.28,0.68,2.64,398.2222222,55.56589147,141.1841038,563.2
new mexico,1989,1.67,0.29,0.66,2.62,395.8518519,57.5503876,137.0316302,558.9333333
new mexico,1988,1.66,0.33,0.68,2.67,393.4814815,65.48837209,141.1841038,569.6
new mexico,1987,1.65,0.36,0.68,2.69,391.1111111,71.44186047,141.1841038,573.8666667
new mexico,1986,1.66,0.36,0.71,2.73,393.4814815,71.44186047,147.4128143,582.4
new mexico,1985,1.71,0.36,0.77,2.84,405.3333333,71.44186047,159.8702352,605.8666667
new mexico,1984,1.72,0.28,0.76,2.76,407.7037037,55.56589147,157.7939984,588.8
new mexico,1983,1.72,0.31,0.98,3.01,407.7037037,61.51937984,203.4712084,642.1333333
new mexico,1982,1.72,0.34,0.93,2.99,407.7037037,67.47286822,193.0900243,637.8666667
new mexico,1981,1.73,0.32,0.95,3,410.0740741,63.50387597,197.242498,640
new mexico,1980,1.65,0.32,0.99,2.97,391.1111111,63.50387597,205.5474453,633.6
new mexico,1979,1.64,0.29,0.97,2.91,388.7407407,57.5503876,201.3949716,620.8
new mexico,1978,1.65,0.31,0.96,2.93,391.1111111,61.51937984,199.3187348,625.0666667
new mexico,1977,1.62,0.31,0.95,2.88,384,61.51937984,197.242498,614.4
new york,2018,0.88,0.52,0.81,2.21,208.5925926,103.1937984,168.1751825,471.4666667
new york,2017,0.9,0.54,0.79,2.23,213.3333333,107.1627907,164.0227088,475.7333333
new york,2016,0.91,0.53,0.79,2.23,215.7037037,105.1782946,164.0227088,475.7333333
new york,2015,0.91,0.5,0.77,2.19,215.7037037,99.2248062,159.8702352,467.2
new york,2014,0.9,0.54,0.77,2.2,213.3333333,107.1627907,159.8702352,469.3333333
new york,2013,0.93,0.51,0.77,2.21,220.4444444,101.2093023,159.8702352,471.4666667
new york,2012,0.91,0.51,0.75,2.17,215.7037037,101.2093023,155.7177616,462.9333333
new york,2011,0.89,0.5,0.73,2.11,210.962963,99.2248062,151.5652879,450.1333333
new york,2010,0.89,0.48,0.71,2.09,210.962963,95.25581395,147.4128143,445.8666667
new york,2009,0.92,0.47,0.7,2.08,218.0740741,93.27131783,145.3365775,443.7333333
new york,2008,0.93,0.47,0.68,2.08,220.4444444,93.27131783,141.1841038,443.7333333
new york,2007,0.93,0.47,0.69,2.1,220.4444444,93.27131783,143.2603406,448
new york,2006,0.89,0.46,0.66,2.01,210.962963,91.28682171,137.0316302,428.8
new york,2005,0.91,0.43,0.65,1.99,215.7037037,85.33333333,134.9553933,424.5333333
new york,2004,0.92,0.42,0.62,1.96,218.0740741,83.34883721,128.7266829,418.1333333
new york,2003,0.93,0.4,0.61,1.94,220.4444444,79.37984496,126.6504461,413.8666667
new york,2002,0.95,0.38,0.59,1.92,225.1851852,75.41085271,122.4979724,409.6
new york,2001,0.96,0.37,0.56,1.89,227.5555556,73.42635659,116.269262,403.2
new york,2000,0.92,0.38,0.58,1.88,218.0740741,75.41085271,120.4217356,401.0666667
new york,1999,0.93,0.37,0.56,1.85,220.4444444,73.42635659,116.269262,394.6666667
new york,1998,0.95,0.38,0.51,1.84,225.1851852,75.41085271,105.8880779,392.5333333
new york,1997,0.86,0.36,0.56,1.79,203.8518519,71.44186047,116.269262,381.8666667
new york,1996,0.91,0.36,0.57,1.84,215.7037037,71.44186047,118.3454988,392.5333333
new york,1995,1,0.38,0.57,1.95,237.037037,75.41085271,118.3454988,416
new york,1994,0.98,0.35,0.6,1.93,232.2962963,69.45736434,124.5742092,411.7333333
new york,1993,1,0.35,0.62,1.97,237.037037,69.45736434,128.7266829,420.2666667
new york,1992,1.04,0.37,0.68,2.09,246.5185185,73.42635659,141.1841038,445.8666667
new york,1991,1.09,0.37,0.69,2.14,258.3703704,73.42635659,143.2603406,456.5333333
new york,1990,1.13,0.41,0.76,2.3,267.8518519,81.36434109,157.7939984,490.6666667
new york,1989,1.11,0.42,0.81,2.34,263.1111111,83.34883721,168.1751825,499.2
new york,1988,1.14,0.44,0.86,2.45,270.2222222,87.31782946,178.5563666,522.6666667
new york,1987,1.14,0.47,0.9,2.51,270.2222222,93.27131783,186.8613139,535.4666667
new york,1986,1.12,0.5,0.91,2.53,265.4814815,99.2248062,188.9375507,539.7333333
new york,1985,1.14,0.49,0.98,2.61,270.2222222,97.24031008,203.4712084,556.8
new york,1984,1.14,0.49,1.03,2.67,270.2222222,97.24031008,213.8523925,569.6
new york,1983,1.23,0.49,1.05,2.77,291.5555556,97.24031008,218.0048662,590.9333333
new york,1982,1.26,0.48,1.11,2.85,298.6666667,95.25581395,230.4622871,608
new york,1981,1.25,0.46,1.12,2.83,296.2962963,91.28682171,232.5385239,603.7333333
new york,1980,1.27,0.46,1.17,2.91,301.037037,91.28682171,242.919708,620.8
new york,1979,1.21,0.44,1.17,2.83,286.8148148,87.31782946,242.919708,603.7333333
new york,1978,1.18,0.42,1.18,2.78,279.7037037,83.34883721,244.9959448,593.0666667
new york,1977,1.18,0.39,1.18,2.75,279.7037037,77.39534884,244.9959448,586.6666667
north carolina,2018,1.04,0.45,0.68,2.17,246.5185185,89.30232558,141.1841038,462.9333333
north carolina,2017,1.05,0.44,0.65,2.13,248.8888889,87.31782946,134.9553933,454.4
north carolina,2016,1.05,0.43,0.64,2.12,248.8888889,85.33333333,132.8791565,452.2666667
north carolina,2015,1.05,0.42,0.63,2.1,248.8888889,83.34883721,130.8029197,448
north carolina,2014,1.05,0.41,0.61,2.07,248.8888889,81.36434109,126.6504461,441.6
north carolina,2013,1.04,0.4,0.6,2.04,246.5185185,79.37984496,124.5742092,435.2
north carolina,2012,1.06,0.38,0.6,2.04,251.2592593,75.41085271,124.5742092,435.2
north carolina,2011,1.05,0.37,0.58,2.01,248.8888889,73.42635659,120.4217356,428.8
north carolina,2010,1.07,0.35,0.57,2,253.6296296,69.45736434,118.3454988,426.6666667
north carolina,2009,1.1,0.34,0.57,2.01,260.7407407,67.47286822,118.3454988,428.8
north carolina,2008,1.13,0.33,0.57,2.03,267.8518519,65.48837209,118.3454988,433.0666667
north carolina,2007,1.15,0.34,0.56,2.04,272.5925926,67.47286822,116.269262,435.2
north carolina,2006,1.14,0.33,0.54,2.01,270.2222222,65.48837209,112.1167883,428.8
north carolina,2005,1.13,0.3,0.54,1.96,267.8518519,59.53488372,112.1167883,418.1333333
north carolina,2004,1.16,0.3,0.53,1.99,274.962963,59.53488372,110.0405515,424.5333333
north carolina,2003,1.21,0.27,0.52,2,286.8148148,53.58139535,107.9643147,426.6666667
north carolina,2002,1.25,0.27,0.5,2.02,296.2962963,53.58139535,103.811841,430.9333333
north carolina,2001,1.24,0.25,0.51,2,293.9259259,49.6124031,105.8880779,426.6666667
north carolina,2000,1.22,0.25,0.52,1.98,289.1851852,49.6124031,107.9643147,422.4
north carolina,1999,1.21,0.24,0.51,1.96,286.8148148,47.62790698,105.8880779,418.1333333
north carolina,1998,1.21,0.23,0.5,1.94,286.8148148,45.64341085,103.811841,413.8666667
north carolina,1997,1.22,0.23,0.52,1.97,289.1851852,45.64341085,107.9643147,420.2666667
north carolina,1996,1.21,0.24,0.53,1.98,286.8148148,47.62790698,110.0405515,422.4
north carolina,1995,1.12,0.21,0.53,1.87,265.4814815,41.6744186,110.0405515,398.9333333
north carolina,1994,1.14,0.21,0.54,1.89,270.2222222,41.6744186,112.1167883,403.2
north carolina,1993,1.14,0.22,0.56,1.92,270.2222222,43.65891473,116.269262,409.6
north carolina,1992,1.14,0.23,0.59,1.96,270.2222222,45.64341085,122.4979724,418.1333333
north carolina,1991,1.11,0.24,0.6,1.96,263.1111111,47.62790698,124.5742092,418.1333333
north carolina,1990,1.16,0.27,0.65,2.08,274.962963,53.58139535,134.9553933,443.7333333
north carolina,1989,1.13,0.27,0.66,2.05,267.8518519,53.58139535,137.0316302,437.3333333
north carolina,1988,1.11,0.28,0.68,2.08,263.1111111,55.56589147,141.1841038,443.7333333
north carolina,1987,1.11,0.28,0.71,2.09,263.1111111,55.56589147,147.4128143,445.8666667
north carolina,1986,1.11,0.3,0.74,2.15,263.1111111,59.53488372,153.6415247,458.6666667
north carolina,1985,1.1,0.27,0.76,2.13,260.7407407,53.58139535,157.7939984,454.4
north carolina,1984,1.11,0.24,0.78,2.13,263.1111111,47.62790698,161.946472,454.4
north carolina,1983,1.11,0.22,0.8,2.12,263.1111111,43.65891473,166.0989457,452.2666667
north carolina,1982,1.07,0.21,0.85,2.13,253.6296296,41.6744186,176.4801298,454.4
north carolina,1981,1.1,0.21,0.86,2.16,260.7407407,41.6744186,178.5563666,460.8
north carolina,1980,1.1,0.2,0.85,2.16,260.7407407,39.68992248,176.4801298,460.8
north carolina,1979,1.04,0.21,0.84,2.09,246.5185185,41.6744186,174.4038929,445.8666667
north carolina,1978,1.02,0.19,0.83,2.04,241.7777778,37.70542636,172.3276561,435.2
north carolina,1977,0.98,0.19,0.81,1.98,232.2962963,37.70542636,168.1751825,422.4
north dakota,2018,1.5,0.34,1.33,3.16,355.5555556,67.47286822,276.1394972,674.1333333
north dakota,2017,1.51,0.34,1.3,3.15,357.9259259,67.47286822,269.9107867,672
north dakota,2016,1.51,0.34,1.29,3.14,357.9259259,67.47286822,267.8345499,669.8666667
north dakota,2015,1.58,0.35,1.33,3.26,374.5185185,69.45736434,276.1394972,695.4666667
north dakota,2014,1.68,0.35,1.4,3.43,398.2222222,69.45736434,290.6731549,731.7333333
north dakota,2013,1.69,0.32,1.38,3.39,400.5925926,63.50387597,286.5206813,723.2
north dakota,2012,1.75,0.3,1.38,3.43,414.8148148,59.53488372,286.5206813,731.7333333
north dakota,2011,1.66,0.26,1.26,3.18,393.4814815,51.59689922,261.6058394,678.4
north dakota,2010,1.49,0.25,1.19,2.93,353.1851852,49.6124031,247.0721817,625.0666667
north dakota,2009,1.59,0.24,1.13,2.96,376.8888889,47.62790698,234.6147607,631.4666667
north dakota,2008,1.6,0.23,1.11,2.94,379.2592593,45.64341085,230.4622871,627.2
north dakota,2007,1.53,0.23,1.06,2.82,362.6666667,45.64341085,220.081103,601.6
north dakota,2006,1.5,0.2,1,2.7,355.5555556,39.68992248,207.6236821,576
north dakota,2005,1.48,0.18,0.94,2.6,350.8148148,35.72093023,195.1662612,554.6666667
north dakota,2004,1.49,0.18,0.82,2.49,353.1851852,35.72093023,170.2514193,531.2
north dakota,2003,1.53,0.17,0.86,2.56,362.6666667,33.73643411,178.5563666,546.1333333
north dakota,2002,1.51,0.16,0.83,2.5,357.9259259,31.75193798,172.3276561,533.3333333
north dakota,2001,1.46,0.15,0.81,2.42,346.0740741,29.76744186,168.1751825,516.2666667
north dakota,2000,1.47,0.15,0.79,2.4,348.4444444,29.76744186,164.0227088,512
north dakota,1999,1.48,0.15,0.78,2.41,350.8148148,29.76744186,161.946472,514.1333333
north dakota,1998,1.45,0.13,0.76,2.35,343.7037037,25.79844961,157.7939984,501.3333333
north dakota,1997,1.4,0.13,0.77,2.3,331.8518519,25.79844961,159.8702352,490.6666667
north dakota,1996,1.4,0.13,0.77,2.3,331.8518519,25.79844961,159.8702352,490.6666667
north dakota,1995,1.36,0.16,0.77,2.28,322.3703704,31.75193798,159.8702352,486.4
north dakota,1994,1.39,0.15,0.78,2.32,329.4814815,29.76744186,161.946472,494.9333333
north dakota,1993,1.37,0.15,0.84,2.36,324.7407407,29.76744186,174.4038929,503.4666667
north dakota,1992,1.38,0.15,0.85,2.39,327.1111111,29.76744186,176.4801298,509.8666667
north dakota,1991,1.43,0.16,0.86,2.44,338.962963,31.75193798,178.5563666,520.5333333
north dakota,1990,1.47,0.17,0.93,2.56,348.4444444,33.73643411,193.0900243,546.1333333
north dakota,1989,1.41,0.17,0.86,2.44,334.2222222,33.73643411,178.5563666,520.5333333
north dakota,1988,1.41,0.19,0.88,2.48,334.2222222,37.70542636,182.7088402,529.0666667
north dakota,1987,1.37,0.21,0.89,2.47,324.7407407,41.6744186,184.785077,526.9333333
north dakota,1986,1.34,0.22,0.87,2.44,317.6296296,43.65891473,180.6326034,520.5333333
north dakota,1985,1.34,0.19,0.96,2.5,317.6296296,37.70542636,199.3187348,533.3333333
north dakota,1984,1.41,0.17,0.99,2.56,334.2222222,33.73643411,205.5474453,546.1333333
north dakota,1983,1.49,0.17,1.05,2.71,353.1851852,33.73643411,218.0048662,578.1333333
north dakota,1982,1.52,0.18,1.09,2.79,360.2962963,35.72093023,226.3098135,595.2
north dakota,1981,1.53,0.18,1.14,2.85,362.6666667,35.72093023,236.6909976,608
north dakota,1980,1.52,0.17,1.13,2.82,360.2962963,33.73643411,234.6147607,601.6
north dakota,1979,1.46,0.16,1.1,2.72,346.0740741,31.75193798,228.3860503,580.2666667
north dakota,1978,1.45,0.16,1.15,2.76,343.7037037,31.75193798,238.7672344,588.8
north dakota,1977,1.35,0.15,1.12,2.62,320,29.76744186,232.5385239,558.9333333
ohio,2018,1.1,0.31,0.62,2.03,260.7407407,61.51937984,128.7266829,433.0666667
ohio,2017,1.12,0.31,0.6,2.02,265.4814815,61.51937984,124.5742092,430.9333333
ohio,2016,1.15,0.31,0.58,2.03,272.5925926,61.51937984,120.4217356,433.0666667
ohio,2015,1.17,0.3,0.56,2.03,277.3333333,59.53488372,116.269262,433.0666667
ohio,2014,1.19,0.3,0.54,2.03,282.0740741,59.53488372,112.1167883,433.0666667
ohio,2013,1.22,0.3,0.53,2.04,289.1851852,59.53488372,110.0405515,435.2
ohio,2012,1.23,0.29,0.51,2.03,291.5555556,57.5503876,105.8880779,433.0666667
ohio,2011,1.24,0.28,0.5,2.02,293.9259259,55.56589147,103.811841,430.9333333
ohio,2010,1.29,0.25,0.48,2.02,305.7777778,49.6124031,99.6593674,430.9333333
ohio,2009,1.3,0.27,0.47,2.03,308.1481481,53.58139535,97.58313058,433.0666667
ohio,2008,1.33,0.26,0.46,2.05,315.2592593,51.59689922,95.50689376,437.3333333
